23	R	8800
23	J	8815
22	R	8815
16	J	8830
22	J	8830
16	R	8830
16	W	8830
21	R	8830
4	J	8831
21	J	8845
4	R	8845
4	W	8845
20	R	8845
20	J	8860
19	R	8860
4	J	8865
19	J	8875
4	R	8875
4	W	8875
18	R	8875
18	J	8890
17	R	8890
4	J	8895
17	J	8905
4	R	8905
4	W	8905
24	R	8905
24	J	8920
23	R	8920
16	J	8935
23	J	8935
16	R	8935
16	W	8935
22	R	8935
22	J	8950
21	R	8950
21	J	8965
20	R	8965
20	J	8980
19	R	8980
19	J	8995
18	R	8995
18	J	9010
17	R	9010
17	W	9020
24	R	9020
24	J	9035
23	R	9035
16	J	9050
23	J	9050
16	R	9050
16	W	9050
22	R	9050
22	J	9065
21	R	9065
4	J	9075
21	J	9080
4	R	9080
26	N	9081
26	J	9082
4	W	9082
20	R	9082
20	J	9097
19	R	9097
19	J	9112
18	R	9112
17	J	9127
18	J	9127
17	R	9127
17	W	9127
26	R	9127
