2	N	48
2	J	49
1	N	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	73
1	J	73
1	R	73
4	N	73
4	J	74
1	W	74
4	R	74
5	N	106
5	J	106
4	W	107
5	R	107
4	J	109
5	E	109
4	R	109
4	W	115
0	R	115
4	J	565
4	R	565
4	W	565
0	R	565
4	J	595
4	R	595
4	W	595
0	R	595
4	J	655
4	R	655
6	N	657
6	J	657
4	W	658
6	R	658
6	E	664
4	J	664
4	R	664
7	N	664
7	J	665
4	W	665
7	R	665
4	J	667
7	E	668
4	R	668
4	W	668
0	R	668
4	J	1075
4	R	1075
4	W	1075
0	R	1075
4	J	1105
4	R	1105
4	W	1105
0	R	1105
4	J	1255
4	R	1255
4	W	1255
0	R	1255
4	J	1285
4	R	1285
4	W	1285
0	R	1285
4	J	1315
4	R	1315
4	W	1315
0	R	1315
4	J	1345
4	R	1345
4	W	1345
0	R	1345
4	J	1375
4	R	1375
4	W	1375
0	R	1375
4	J	1405
4	R	1405
4	W	1405
0	R	1405
4	J	1585
4	R	1585
4	W	1585
0	R	1585
4	J	1615
4	R	1615
4	W	1615
0	R	1615
4	J	2065
4	R	2065
4	W	2065
0	R	2065
4	J	2155
4	R	2155
4	W	2156
0	R	2156
4	J	2545
4	R	2545
8	N	2546
8	J	2547
4	W	2547
8	R	2547
9	N	2551
9	J	2552
8	W	2552
9	R	2552
9	E	2609
8	J	2609
8	R	2609
10	N	2609
10	J	2610
8	W	2610
10	R	2610
10	E	2717
8	J	2717
8	R	2718
11	N	2718
11	J	2719
8	W	2719
11	R	2719
11	E	2744
8	J	2744
8	R	2745
12	N	2746
12	J	2747
8	W	2747
12	R	2747
12	E	2826
8	J	2826
8	R	2826
8	E	2828
4	J	2828
4	R	2828
13	N	2829
13	J	2829
4	W	2830
13	R	2830
4	J	2832
13	E	2832
4	R	2832
4	W	2833
0	R	2833
3	J	3066
3	R	3066
3	W	3066
0	R	3066
4	J	3355
4	R	3355
4	W	3355
0	R	3355
4	J	3385
4	R	3385
4	W	3385
0	R	3385
4	J	3445
4	R	3445
4	W	3451
0	R	3451
4	J	3480
4	R	3480
4	W	3480
0	R	3480
4	J	3620
4	R	3620
4	W	3620
0	R	3620
4	J	3650
4	R	3650
4	W	3650
0	R	3650
4	J	3710
4	R	3710
4	W	3715
0	R	3715
4	J	3758
4	R	3758
4	W	3758
0	R	3758
4	J	5570
4	R	5570
14	N	5570
14	J	5571
4	W	5571
14	R	5571
15	N	5573
15	J	5573
16	N	5573
16	J	5574
17	N	5574
17	J	5574
18	N	5575
18	J	5575
19	N	5575
19	J	5576
20	N	5576
20	J	5576
21	N	5577
21	J	5577
22	N	5577
22	J	5578
23	N	5578
23	J	5578
24	N	5579
24	J	5579
14	W	5580
24	R	5580
24	J	5595
23	R	5595
23	J	5610
22	R	5610
22	J	5625
21	R	5625
21	J	5640
20	R	5640
20	J	5655
19	R	5655
19	J	5670
18	R	5670
18	J	5685
17	R	5685
17	J	5700
16	R	5700
16	J	5715
15	R	5715
15	W	5715
24	R	5715
24	J	5730
23	R	5730
23	J	5745
22	R	5745
22	J	5760
21	R	5760
21	J	5775
20	R	5775
20	J	5790
19	R	5790
19	J	5805
18	R	5805
15	J	5820
18	J	5820
15	R	5820
15	W	5820
17	R	5820
17	J	5835
16	R	5835
16	J	5850
24	R	5850
24	J	5865
23	R	5865
23	J	5880
22	R	5880
22	J	5895
21	R	5895
21	J	5910
20	R	5910
15	J	5925
20	J	5925
15	R	5925
15	W	5925
19	R	5925
19	J	5940
18	R	5940
18	J	5955
17	R	5955
17	J	5970
16	R	5970
16	J	5985
24	R	5985
24	J	6000
23	R	6000
23	J	6015
22	R	6015
15	J	6030
22	J	6030
15	R	6030
15	W	6030
21	R	6030
21	J	6045
20	R	6045
20	J	6060
19	R	6060
19	J	6075
18	R	6075
18	J	6090
17	R	6090
17	J	6105
16	R	6105
16	J	6120
24	R	6120
15	J	6135
24	J	6135
15	R	6135
15	W	6135
23	R	6135
23	J	6150
22	R	6150
22	J	6165
21	R	6165
21	J	6180
20	R	6180
20	J	6195
19	R	6195
19	J	6210
18	R	6210
18	J	6225
17	R	6225
15	J	6240
17	J	6240
15	R	6240
15	W	6240
16	R	6240
16	J	6255
24	R	6255
24	J	6270
23	R	6270
23	J	6285
22	R	6285
22	J	6300
21	R	6300
21	J	6315
20	R	6315
20	J	6330
19	R	6330
15	J	6345
19	J	6345
15	R	6345
15	W	6345
18	R	6345
18	J	6360
17	R	6360
17	J	6375
16	R	6375
16	J	6390
24	R	6390
24	J	6405
23	R	6405
23	J	6420
22	R	6420
22	J	6435
21	R	6435
15	J	6450
21	J	6450
15	R	6450
15	W	6450
20	R	6450
20	J	6465
19	R	6465
19	J	6480
18	R	6480
18	J	6495
17	R	6495
17	J	6510
16	R	6510
16	J	6525
24	R	6525
24	J	6540
23	R	6540
15	J	6555
23	J	6555
15	R	6555
15	W	6555
22	R	6555
22	J	6570
21	R	6570
21	J	6585
20	R	6585
20	J	6600
19	R	6600
19	J	6615
18	R	6615
18	J	6630
17	R	6630
17	J	6645
16	R	6645
15	J	6660
16	J	6660
15	R	6660
15	W	6660
24	R	6660
24	J	6675
23	R	6675
23	J	6690
22	R	6690
22	J	6705
21	R	6705
21	J	6720
20	R	6720
20	J	6735
19	R	6735
19	J	6750
18	R	6750
15	J	6765
18	J	6765
15	R	6765
15	W	6765
17	R	6765
17	J	6780
16	R	6780
16	J	6795
24	R	6795
24	J	6810
23	R	6810
23	J	6825
22	R	6825
22	J	6840
21	R	6840
21	J	6855
20	R	6855
15	J	6870
20	J	6870
15	R	6870
15	W	6870
19	R	6870
19	J	6885
18	R	6885
18	J	6900
17	R	6900
17	J	6915
16	R	6915
16	J	6930
24	R	6930
24	J	6945
23	R	6945
23	J	6960
22	R	6960
15	J	6975
22	J	6975
15	R	6975
15	W	6975
21	R	6975
21	J	6990
20	R	6990
20	J	7005
19	R	7005
19	J	7020
18	R	7020
18	J	7035
17	R	7035
17	J	7050
16	R	7050
16	J	7065
24	R	7065
15	J	7080
24	J	7080
15	R	7080
15	W	7080
23	R	7080
23	J	7095
22	R	7095
22	J	7110
21	R	7110
21	J	7125
20	R	7125
20	J	7140
19	R	7140
19	J	7155
18	R	7155
18	J	7170
17	R	7170
15	J	7185
17	J	7185
15	R	7185
15	W	7185
16	R	7185
16	J	7200
24	R	7200
24	J	7215
23	R	7215
23	J	7230
22	R	7230
22	J	7245
21	R	7245
21	J	7260
20	R	7260
20	J	7275
19	R	7275
15	J	7290
19	J	7290
15	R	7290
15	W	7290
18	R	7290
18	J	7305
17	R	7305
17	J	7320
16	R	7320
16	J	7335
24	R	7335
24	J	7350
23	R	7350
23	J	7365
22	R	7365
22	J	7380
21	R	7380
15	J	7395
21	J	7395
15	R	7395
15	W	7395
20	R	7395
20	J	7410
19	R	7410
19	J	7425
18	R	7425
18	J	7440
17	R	7440
17	J	7455
16	R	7455
16	W	7460
24	R	7460
24	J	7475
23	R	7475
23	J	7490
22	R	7490
15	J	7505
22	J	7505
15	R	7505
15	W	7505
21	R	7505
21	J	7520
20	R	7520
20	J	7535
19	R	7535
19	J	7550
18	R	7550
16	J	7565
18	J	7565
16	R	7565
16	W	7565
17	R	7565
17	J	7580
24	R	7580
24	J	7595
23	R	7595
15	J	7610
23	J	7610
15	R	7610
15	W	7610
22	R	7610
22	J	7625
21	R	7625
21	J	7640
20	R	7640
20	J	7655
19	R	7655
16	J	7670
19	J	7670
16	R	7670
16	W	7670
18	R	7670
18	J	7685
17	R	7685
17	J	7700
24	R	7700
15	J	7715
24	J	7715
15	R	7715
15	W	7715
23	R	7715
23	J	7730
22	R	7730
22	J	7745
21	R	7745
21	J	7760
20	R	7760
16	J	7775
20	J	7775
16	R	7775
16	W	7775
19	R	7775
19	J	7790
18	R	7790
18	J	7805
17	R	7805
15	J	7820
17	J	7820
15	R	7820
15	E	7820
14	J	7820
14	R	7820
14	E	7821
4	J	7821
4	R	7821
25	N	7821
25	J	7822
4	W	7822
25	R	7822
4	J	7824
25	E	7825
4	R	7825
4	W	7825
24	R	7825
24	J	7840
23	R	7840
23	J	7855
22	R	7855
22	J	7870
21	R	7870
16	J	7885
21	J	7885
16	R	7885
16	W	7885
20	R	7885
20	J	7900
19	R	7900
19	J	7915
18	R	7915
18	J	7930
17	R	7930
17	J	7945
24	R	7945
24	J	7960
23	R	7960
23	J	7975
22	R	7975
16	J	7990
22	J	7990
16	R	7990
16	W	7990
21	R	7990
21	J	8005
20	R	8005
20	J	8020
19	R	8020
19	J	8035
18	R	8035
18	J	8050
17	R	8050
17	J	8065
24	R	8065
24	J	8080
23	R	8080
16	J	8095
23	J	8095
16	R	8095
16	W	8095
22	R	8095
22	J	8110
21	R	8110
21	J	8125
20	R	8125
20	J	8140
19	R	8140
19	J	8155
18	R	8155
18	J	8170
17	R	8170
17	J	8185
24	R	8185
16	J	8200
24	J	8200
16	R	8200
16	W	8200
23	R	8200
23	J	8215
22	R	8215
22	J	8230
21	R	8230
21	J	8245
20	R	8245
20	J	8260
19	R	8260
19	J	8275
18	R	8275
18	J	8290
17	R	8290
16	J	8305
17	J	8305
16	R	8305
16	W	8305
24	R	8305
24	J	8320
23	R	8320
23	J	8335
22	R	8335
22	J	8350
21	R	8350
21	J	8365
20	R	8365
20	J	8380
19	R	8380
19	J	8395
18	R	8395
16	J	8410
18	J	8410
16	R	8410
16	W	8410
17	R	8410
17	J	8425
24	R	8425
24	J	8440
23	R	8440
23	J	8455
22	R	8455
22	J	8470
21	R	8470
21	J	8485
20	R	8485
20	J	8500
19	R	8500
16	J	8515
19	J	8515
16	R	8515
16	W	8515
18	R	8515
18	J	8530
17	R	8530
17	J	8545
24	R	8545
24	J	8560
23	R	8560
4	J	8565
23	J	8575
4	R	8575
4	W	8575
22	R	8575
22	J	8590
21	R	8590
4	J	8595
21	J	8605
4	R	8605
4	W	8605
20	R	8605
16	J	8620
20	J	8620
16	R	8620
16	W	8620
19	R	8620
4	J	8625
19	J	8635
4	R	8635
4	W	8635
18	R	8635
18	J	8650
17	R	8650
4	J	8655
17	J	8665
4	R	8665
4	W	8665
24	R	8665
24	J	8680
23	R	8680
23	J	8695
22	R	8695
22	J	8710
21	R	8710
16	J	8725
21	J	8725
16	R	8725
16	W	8725
20	R	8725
20	J	8740
19	R	8740
19	J	8755
18	R	8755
18	J	8770
17	R	8770
17	J	8785
24	R	8785
24	J	8800
